Addresse,code_commune_insee,departement,Latitude,Longitude,Distance,DurationPoliceMin
Ennery 95300,95300,95,49.07631729999999,2.1062625,4.532110267704923,0.24583333333333332
Ermont 95120,95120,95,48.9917676,2.2585679,0.8108695076227864,0.051944444444444446
Ermont 95120 (Balzac - Bapaumes - Rossignaux),95120,95,48.99,2.258,0.7428096838209682,0.059722222222222225
Ermont 95120 (Centre-ville),95120,95,48.9917676,2.2585679,0.8108695076227864,0.051944444444444446
Ermont 95120 (Cernay - Glatignies),95120,95,48.99,2.258,0.7428096838209682,0.059722222222222225
Ermont 95120 (Espérances - Arts),95120,95,48.99,2.258,0.7428096838209682,0.059722222222222225
Esbly 77450,77450,77,48.9009645,2.8130733,4.856681770097423,0.13583333333333333
Esmans 77940,77940,77,48.34813920000001,2.9761408,3.8700232958382603,0.12305555555555556
Estouches 91660,91660,91,48.3096652,2.1293915,14.443103013009122,0.3475
Everly 77157,77157,77,48.4671602,3.2509858,11.17345252785071,0.335
Faremoutiers 77515,77515,77,48.80043060000001,2.9982641,6.651828191137148,0.23777777777777778
Faÿ-lès-Nemours 77167,77167,77,48.2318908,2.6759727000000004,4.45856539658217,0.18916666666666668
Ferrières-en-Brie 77164,77164,77,48.82138870000001,2.7045126,4.9973322180423425,0.17416666666666666
Feucherolles 78810,78810,78,48.8725969,1.9723953,6.033934680530921,0.13916666666666666
Flagy 77940,77940,77,48.3130745,2.9214184,7.846004467144217,0.17833333333333334
Fleury-Mérogis 91700,91700,91,48.62996500000001,2.3609313,1.7148512757605292,0.085
Flins-sur-Seine 78410,78410,78,48.9623407,1.8684146,5.016535278137054,0.15444444444444444
Follainville-Dennemont 78520,78520,78,49.0213601,1.7151203000000002,3.544276268019118,0.22333333333333333
Fontaine-le-Port 77590,77590,77,48.486720700000006,2.757027,9.473069913087025,0.2947222222222222
Fontainebleau 77300,77300,77,48.4049375,2.7015872000000005,0.1688223509292607,0.07361111111111111
Fontainebleau 77300 (Centre-ville - Village),77300,77,48.4049375,2.7015872000000005,0.1688223509292607,0.07361111111111111
Fontainebleau 77300 (Centre-ville),77300,77,48.4049375,2.7015872000000005,0.1688223509292607,0.07361111111111111
Fontainebleau 77300 (Constance - Fleury),77300,77,48.4,2.7,0.7044512427059114,0.13666666666666666
Fontainebleau 77300 (France - Joffre),77300,77,48.4121548,2.6969334,0.704601057829514,0.052222222222222225
Fontainebleau 77300 (Plaine de la Chambre),77300,77,48.4153273,2.7012434,1.0025200532228553,0.10305555555555555
Fontainebleau 77300 (Pleus),77300,77,48.4142858,2.7111135,1.1768548389928006,0.11194444444444444
Fontainebleau 77300 (Provenceaux - Carmel),77300,77,48.4,2.7,0.7044512427059114,0.13666666666666666
Fontenailles 77370,77370,77,48.555306,2.953889,17.640397916660977,0.3836111111111111
Fontenay-Saint-Père 78440,78440,78,49.0244951,1.7553639,5.483460809090317,0.24694444444444444
Fontenay-Trésigny 77610,77610,77,48.7100369,2.8722456000000003,15.681842163526138,0.24805555555555556
Fontenay-aux-Roses 92260,92260,92,48.7911052,2.2870373,1.4693623680919796,0.11
Fontenay-aux-Roses 92260 (Ormeaux - Renards),92260,92,48.7933,2.2927,1.0219400638557619,0.06805555555555555
Fontenay-en-Parisis 95190,95190,95,49.053550099999995,2.4514299999999998,2.616015643140297,0.13
Fontenay-le-Fleury 78330 (Chapelle Saint-Jean),78330,78,48.8080729,2.0416272,0.5270001042568648,0.06138888888888889
Fontenay-le-Fleury 78330 (Croix du Mont),78330,78,48.8125,2.0486,0.19306742662801402,0.021111111111111112
Fontenay-le-Fleury 78330 (Sables - Démènerie),78330,78,48.8125,2.0486,0.19306742662801402,0.021111111111111112
Fontenay-le-Fleury 78330 (Vieux village),78330,78,48.8125,2.0486,0.19306742662801402,0.021111111111111112
Fontenay-le-Vicomte 91540,91540,91,48.5478012,2.399759,8.868673042890585,0.37833333333333335
Fontenay-lès-Briis 91640,91640,91,48.61939,2.15475,7.248492661214965,0.2911111111111111
Fontenay-sous-Bois 94120,94120,94,48.8490721,2.4749347000000004,0.06228817392422983,0.11222222222222222
Fontenay-sous-Bois 94120 (Alouettes),94120,94,48.85442000000001,2.4929245,1.3882425550191912,0.10944444444444444
Fontenay-sous-Bois 94120 (Centre-ville),94120,94,48.8502803,2.4732519,0.22361317270402914,0.012777777777777779
Fontenay-sous-Bois 94120 (Parapluies),94120,94,48.8508209,2.4597527,1.1904103925874965,0.09388888888888888
Fontenay-sous-Bois 94120 (Plateau),94120,94,48.8557422,2.4649072,1.083075166744091,0.08361111111111111
Fontenay-sous-Bois 94120 (Proche Bois de Vincennes - Rer A),94120,94,48.8544,2.4827,0.7738428583157339,0.07972222222222222
Fontenay-sous-Bois 94120 (Val de Fontenay - Rer E),94120,94,48.8541701,2.4891798,1.1310099457247782,0.21888888888888888
Fontenay-sous-Bois 94120 (Victor Hugo),94120,94,48.8588873,2.473267,1.098085903838101,0.07555555555555556
Forges-les-Bains 91470,91470,91,48.62904010000001,2.0996273,7.993536866211154,0.29888888888888887
Fosses 95470,95470,95,49.098664899999996,2.5161998,8.954397545719056,0.33
Fourqueux 78112,78112,78,48.886209,2.0568017,3.0854246471585927,0.225
Franconville 95130 (Epine Guyon),95130,95,48.9958333,2.2204463,1.3211309732207595,0.07527777777777778
Franconville 95130 (Fontaines),95130,95,48.9806354,2.2311273999999996,0.543671255379744,0.08861111111111111
Franconville 95130 (Hôtel de Ville),95130,95,48.9833,2.2333,0.4622520161858092,0.05333333333333334
Franconville 95130 (Jean Monnet),95130,95,48.99173629999999,2.2156815,1.150493928837166,0.08611111111111111
Franconville 95130 (Noyers Saint-Edme),95130,95,48.9833,2.2333,0.4622520161858092,0.05333333333333334
Franconville 95130 (Stade),95130,95,48.9997302,2.2190488,1.7617338403040914,0.09805555555555556
Franconville 95130 (Séquoia de la Gare),95130,95,48.9833,2.2333,0.4622520161858092,0.05333333333333334
Franconville 95130 (Vieux Marché),95130,95,48.9833,2.2333,0.4622520161858092,0.05333333333333334
Freneuse 78840,78840,78,49.0485006,1.6018961,9.630133486124686,0.3388888888888889
Fresnes 94260 (Berny - Tourvoie),94260,94,48.7557,2.3224,2.496629084235779,0.13194444444444445
Fresnes 94260 (Centre-ville),94260,94,48.7485251,2.3338635,3.219014238542534,0.22527777777777777
Fresnes 94260 (Charcot - Zola),94260,94,48.7612388,2.3264836,1.8294509240146974,0.09
Fresnes 94260 (La Peupleraie),94260,94,48.760459,2.316167,2.179387475076353,0.13555555555555557
Fresnes 94260 (Lumière - Liberté),94260,94,48.7557,2.3224,2.496629084235779,0.13194444444444445
Frémécourt 95830,95830,95,49.119121,2.0017953,10.86484452110359,0.30777777777777776
Frépillon 95740,95740,95,49.0512302,2.2032431,3.7979084462250876,0.1763888888888889
Fublaines 77470,77470,77,48.937499,2.936134,3.8027095189254903,0.27
Féricy 77133,77133,77,48.4596035,2.8012128,9.487526386518118,0.3788888888888889
Gagny 93220,93220,93,48.8853708,2.5361783,0.3918883812523109,0.06972222222222223
Gagny 93220 (Centre-ville),93220,93,48.8550106,2.3664248,4.686918849218406,0.3680555555555556
Gagny 93220 (Epoque),93220,93,48.8833,2.5333,0.14580250052536797,0.05333333333333334
Gagny 93220 (Jean Bouin),93220,93,48.8799511,2.5511056,1.5034670050034173,0.11972222222222222
Gagny 93220 (Jean Moulin),93220,93,48.88112520000001,2.5423611,0.8530211528130167,0.08222222222222222
Gagny 93220 (Le Chénay),93220,93,48.87712970000001,2.5531103,1.752162293687618,0.18166666666666667
Gagny 93220 (Les Abesses),93220,93,48.8833,2.5333,0.14580250052536797,0.05333333333333334
Gagny 93220 (Maison Blanche),93220,93,48.8808567,2.5318247000000005,0.32310542513469365,0.08583333333333333
Gagny 93220 (Plateau - Franceville),93220,93,48.8833,2.5333,0.14580250052536797,0.05333333333333334
Gagny 93220 (Pointe de Gournay),93220,93,48.865812700000006,2.5638236,2.036330301382033,0.22194444444444444
Gaillon-sur-Montcient 78250,78250,78,49.024649200000006,1.89222,3.317909091331565,0.1238888888888889
Galluis 78490,78490,78,48.7961069,1.7942019,11.85523175448217,0.2836111111111111
Gambais 78950,78950,78,48.7746509,1.6726872,17.905929407258945,0.37027777777777776
Garancières 78890,78890,78,48.8224477,1.7550631,15.223253150248626,0.36972222222222223
Garches 92380 (Centre-ville - Mairie),92380,92,48.8423,2.1823,2.7997331768024463,0.16972222222222222
Garches 92380 (Gare),92380,92,48.8385108,2.1869156000000003,2.3847258759994996,0.22111111111111112
Garches 92380 (La Verboise - 19 Janvier),92380,92,48.8423,2.1823,2.7997331768024463,0.16972222222222222
Garches 92380 (Poincaré - Bergson - Brézin),92380,92,48.8423,2.1823,2.7997331768024463,0.16972222222222222
Garches 92380 (Porte Jaune - Petit Garches),92380,92,48.8423,2.1823,2.7997331768024463,0.16972222222222222
Gargenville 78440,78440,78,48.9901469,1.8104637,7.420184956537353,0.27166666666666667
Garges-lès-Gonesse 95140 (Carnot),95140,95,48.9706761,2.4138951,1.0746287533022476,0.07861111111111112
Garges-lès-Gonesse 95140 (La Croix Buard),95140,95,48.9654878,2.4078266,0.9206021066813761,0.08194444444444444
Garges-lès-Gonesse 95140 (La Lutece),95140,95,48.9685701,2.3893179,0.8014329493383322,0.07555555555555556
Garges-lès-Gonesse 95140 (Le Vieux Pays),95140,95,48.9674614,2.4111114,0.9788717648691198,0.07027777777777777
Gastins 77370,77370,77,48.6282485,3.0205481,21.16029426953081,0.4936111111111111
Gazeran 78125,78125,78,48.6348196,1.771981,4.097796121574838,0.1922222222222222
Gennevilliers 92230 (Le Fossé de l'Aumône),92230,92,48.9211849,2.2874711,0.5218520600989114,0.06111111111111111
Gennevilliers 92230 (Le Village),92230,92,48.9254221,2.2940122000000005,0.15430309101692366,0.08305555555555555
Gentilly 94250 (Chaperon Vert),94250,94,48.81535,2.334832,1.3252612128374293,0.16777777777777778
Gentilly 94250 (Le Plateau),94250,94,48.81417329999999,2.3379282000000003,1.089069865816542,0.14277777777777778
Gentilly 94250 (Soleil Levant - Gabriel Péri),94250,94,48.8129,2.3417,0.8397351694715267,0.13722222222222222
Gentilly 94250 (Val de Bièvre),94250,94,48.8106607,2.3434724,0.5622002633390466,0.08277777777777778
Germigny-l'Évêque 77910,77910,77,48.9923186,2.9457335,5.725326593150287,0.2763888888888889
Gif-sur-Yvette 91190,91190,91,48.7018823,2.134529,3.292259249099258,0.19972222222222222
Gif-sur-Yvette 91190 (Abbaye - Hacquinière),91190,91,48.7282,2.1193,6.186511015401376,0.25666666666666665
Gif-sur-Yvette 91190 (Belleville),91190,91,48.693055,2.1158707000000003,4.111265683590319,0.2313888888888889
Gif-sur-Yvette 91190 (Centre-ville - Mérantaise),91190,91,48.70091710000001,2.1328968999999995,3.3255843724708014,0.2025
Gif-sur-Yvette 91190 (Chevry),91190,91,48.6871049,2.1170718,3.909324339681511,0.1963888888888889
Gif-sur-Yvette 91190 (Courcelle - Damiette),91190,91,48.7282,2.1193,6.186511015401376,0.25666666666666665
Gironville 77890,77890,77,48.1842828,2.5264485,16.08546211987653,0.2891666666666667
Gironville-sur-Essonne 91720,91720,91,48.3729686,2.3788223,17.44885686838903,0.36277777777777775
Gometz-la-Ville 91400,91400,91,48.6718036,2.1250543,3.5634396576048304,0.15694444444444444
Gometz-le-Châtel 91940,91940,91,48.6784419,2.1386067000000004,2.3819761510333817,0.17777777777777778
Gommecourt 78270,78270,78,49.0766367,1.5923118,12.373209344174635,0.4375
Gonesse 95500,95500,95,48.9863555,2.4500537000000002,0.24290606552932753,0.025833333333333333
Gonesse 95500 (Centre-ville),95500,95,48.9863555,2.4500537000000002,0.24290606552932753,0.025833333333333333
Gonesse 95500 (La Fauconnière),95500,95,49.002299900000004,2.422803,1.2172393407868525,0.0875
Gonesse 95500 (Les Marronniers - La Grande Vallée),95500,95,49.0066,2.4722,2.9908897298294805,0.1325
Gonesse 95500 (Madeleine),95500,95,48.986867100000005,2.4369784,0.8720704136361194,0.08916666666666667
Gouaix 77114,77114,77,48.48369260000001,3.2945398,8.744559738220888,0.28805555555555556
Gournay-sur-Marne 93460,93460,93,48.8641154,2.5729219,2.2288857232565897,0.15833333333333333
Goussainville 95190,95190,95,49.0323168,2.4733628,1.5733484160496014,0.06694444444444445
Goussainville 95190 (Buttes Chaumont - Buttes aux Oies - Grand Pré - Demoiselles),95190,95,49.0662,2.4581,4.045929337399247,0.18722222222222223
Goussainville 95190 (Centre-ville - Renaissance),95190,95,49.0662,2.4581,4.045929337399247,0.18722222222222223
Goussainville 95190 (Coteaux - Cottage - Charles de Gaulle - Vallé du Crould),95190,95,49.0662,2.4581,4.045929337399247,0.18722222222222223
Goussainville 95190 (Grenelle - Grandes-Bornes),95190,95,49.0662,2.4581,4.045929337399247,0.18722222222222223
Gouvernes 77400,77400,77,48.8598385,2.6927897,2.0070250186824032,0.13166666666666665
Grandpuits-Bailly-Carrois 77720,77720,77,48.5840527,2.9663224,20.852328957517233,0.4686111111111111
Gressey 78550,78550,78,48.8313842,1.6092498,18.965880825509746,0.4922222222222222
Gressy 77410,77410,77,48.9640864,2.6723722000000003,5.162701529690926,0.23305555555555554
Gretz-Armainvilliers 77220,77220,77,48.7410407,2.7359603,5.104849216366711,0.12444444444444444
Grez-sur-Loing 77880,77880,77,48.3174256,2.6885676,5.659252087179925,0.16027777777777777
Grigny 91350,91350,91,48.655886,2.3860488,3.698039361852445,0.29138888888888886
Grigny 91350 (Centre-ville - Blanc Manteaux),91350,91,48.6541,2.3934,3.6961832721777834,0.26666666666666666
Grisy-Suisnes 77166,77166,77,48.6851555,2.6654299,4.259154628702745,0.1502777777777778
Grisy-les-Plâtres 95810,95810,95,49.130876,2.0499726000000003,10.630161423640955,0.3016666666666667
Groslay 95410,95410,95,48.9867112,2.3458615000000003,1.958283857336355,0.13472222222222222
Guermantes 77600,77600,77,48.8524488,2.7101534,2.655257809745688,0.14888888888888888
Guernes 78520,78520,78,49.0109941,1.6345538999999998,5.302725649863078,0.27944444444444444
Guerville 78930,78930,78,48.9435844,1.7330307,5.791285940721537,0.24083333333333334
Guibeville 91630,91630,91,48.5711221,2.26404,2.353840559266306,0.1361111111111111
Guignes 77390,77390,77,48.6354878,2.7954418,14.314521602230338,0.30083333333333334
Guigneville-sur-Essonne 91590,91590,91,48.4729516,2.3547515,14.650242632736916,0.40166666666666667
Guillerval 91690,91690,91,48.3651749,2.1018624,9.264311597039102,0.21805555555555556
Guiry-en-Vexin 95450,95450,95,49.1099698,1.8504387,16.198567985592906,0.36583333333333334
Guitrancourt 78440,78440,78,49.0079198,1.7781361,5.994455584459261,0.23222222222222222
Guyancourt 78280,78280,78,48.7709414,2.0706084,2.2084375761744486,0.09888888888888889
Guyancourt 78280 (L'Europe),78280,78,48.7671642,2.0653829,2.355571918002133,0.09722222222222222
Guyancourt 78280 (Le Pont du Routoir),78280,78,48.7733,2.0739,2.189365049374454,0.11805555555555555
Guyancourt 78280 (Les Garennes),78280,78,48.7823878,2.0616377,0.8626647500070018,0.16361111111111112
Guyancourt 78280 (Village),78280,78,48.7709414,2.0706084,2.2084375761744486,0.09888888888888889
Guyancourt 78280 (Villaroy),78280,78,48.7662915,2.078291,2.9687355443671413,0.14722222222222223
Guyancourt 78280 (Zones d'activités - Hameau de Bouviers - Hameau de la Minière),78280,78,48.7733,2.0739,2.189365049374454,0.11805555555555555
Guérard 77580,77580,77,48.8239829,2.9580234,9.518868204976636,0.2916666666666667
Hardricourt 78250,78250,78,49.007388,1.8969766,1.5105805102329268,0.08972222222222222
Herblay 95220,95220,95,48.9898588,2.166162,0.18692379671998088,0.08138888888888889
Herblay 95220 (Bellevue),95220,95,48.9881025,2.1573763,0.48854966564928703,0.03277777777777778
Herblay 95220 (Cailloux Gris - Bayonnes),95220,95,48.9965164,2.1454945,1.5317732871434844,0.20694444444444443
Herblay 95220 (Centre-ville),95220,95,48.9898588,2.166162,0.18692379671998088,0.08138888888888889
Herblay 95220 (Conflans),95220,95,49.0046267,2.1284223,3.0684869687803262,0.13416666666666666
Herblay 95220 (Val d'Herblay),95220,95,48.991877,2.1708277999999996,0.5826109462027286,0.08333333333333333
Herblay 95220 (Verdun - Copistes),95220,95,48.9899,2.1699,0.4598096308851432,0.058611111111111114
Hermeray 78125,78125,78,48.63855770000001,1.6775276,10.825589340034572,0.33194444444444443
Hermé 77114,77114,77,48.4823364,3.3460308,9.518797252073782,0.24305555555555555
Houdan 78550,78550,78,48.7912001,1.6019247,22.769636662222215,0.49166666666666664
Houilles 78800 (Centre-ville),78800,78,48.9229416,2.1868998,0.31896595226676905,0.04611111111111111
Houilles 78800 (La Main de Fer),78800,78,48.9216,2.1926,0.6731265550129876,0.05361111111111111
Houilles 78800 (Le Réveil-Matin),78800,78,48.9188252,2.1789041,0.9228436845246565,0.06777777777777778
Houilles 78800 (Les Belles-Vues),78800,78,48.9356705,2.1968428,1.3661288229074495,0.11888888888888889
Houilles 78800 (Les Blanches),78800,78,48.926761600000006,2.1922746,0.48194379824326156,0.044444444444444446
Houilles 78800 (Les Pierrats),78800,78,48.9206928,2.201075,1.2461378029074808,0.09472222222222222
Hédouville 95690,95690,95,49.1548174,2.1730487000000003,14.493535929062798,0.4125
Héricy 77850,77850,77,48.44923920000001,2.7643819,6.710088719945659,0.2997222222222222
Hérouville 95300,95300,95,49.0998904,2.1280641,7.565496135522961,0.2902777777777778
Ichy 77890,77890,77,48.2042726,2.5472237,13.574005828813343,0.2775
Igny 91430,91430,91,48.7423961,2.2257833,3.660195953943802,0.16361111111111112
Issou 78440,78440,78,48.988093,1.7924733,6.749954226957206,0.21916666666666668
Issy-les-Moulineaux 92130 (Centre-ville - Corentin Celton - Les Varennes),92130,92,48.8237843,2.2635829,0.4862581591593847,0.08555555555555555
Issy-les-Moulineaux 92130 (Les Epinettes - Le Fort - Les Hauts d'Issy),92130,92,48.82100000000001,2.2772,0.5760486427791712,0.06833333333333333
Issy-les-Moulineaux 92130 (Les Iles - La Ferme),92130,92,48.8236727,2.2512919,1.3863068422592786,0.15527777777777776
Itteville 91760,91760,91,48.5145073,2.3418427000000004,10.868990461858802,0.33361111111111114
Iverny 77165,77165,77,48.99971470000001,2.787932,9.068403237527443,0.2863888888888889
Ivry-sur-Seine 94200 (Centre-ville),94200,94,48.8129268,2.387819,0.2703221667969759,0.03972222222222222
Ivry-sur-Seine 94200 (Ivry Port),94200,94,48.8145814,2.4007912,0.7317024226274647,0.0763888888888889
Ivry-sur-Seine 94200 (Louis Bertrand - Mirabeau - Semard),94200,94,48.8190176,2.3812348,0.8776370714074512,0.11611111111111111
Ivry-sur-Seine 94200 (Monmousseau - Verollot),94200,94,48.8048811,2.383463,1.1810300663689954,0.10777777777777778
Ivry-sur-Seine 94200 (Petit Ivry),94200,94,48.8135887,2.3729117000000004,1.3189551722726918,0.14416666666666667
Jablines 77450,77450,77,48.9175496,2.7648157,6.377014669427742,0.31416666666666665
Jagny-sous-Bois 95850,95850,95,49.078432299999996,2.4440241,5.415197754251071,0.18888888888888888
Jambville 78440,78440,78,49.0473952,1.8509554,7.081522257291091,0.2525
Janville-sur-Juine 91510,91510,91,48.51458020000001,2.2620863,8.262286512577965,0.31333333333333335
Janvry 91640,91640,91,48.64796010000001,2.153771,4.158575198109878,0.23555555555555555
Jeufosse 78270,78270,78,49.0360581,1.5344711000000002,13.12804661085429,0.365
Joinville-le-Pont 94340,94340,94,48.8183717,2.4668077,2.303005725310019,0.16305555555555556
Joinville-le-Pont 94340 (Palissy),94340,94,48.8179019,2.4773495,2.070226860193962,0.18416666666666667
Joinville-le-Pont 94340 (Polangis),94340,94,48.8246596,2.4750832000000003,1.4007623411997654,0.1802777777777778
Joinville-le-Pont 94340 (Vautier),94340,94,48.8162292,2.4698945,2.412394196570525,0.1711111111111111
Jouarre 77640,77640,77,48.9265013,3.129898,12.967710597520053,0.2311111111111111
Jouars-Pontchartrain 78760,78760,78,48.8032681,1.9000212,4.886983565066331,0.20222222222222222
Jouy-Mauvoisin 78200,78200,78,48.9761833,1.648883,4.112155124534253,0.20777777777777778
Jouy-en-Josas 78350,78350,78,48.76464,2.1684529,2.090548728816729,0.09916666666666667
Jouy-le-Châtel 77970,77970,77,48.6653763,3.1291978,16.759629419188084,0.38027777777777777
Jouy-le-Moutier 95280,95280,95,49.0116,2.03194,1.07895456721251,0.03638888888888889
Jouy-le-Moutier 95280 (Bourseaux - Noyer - Eguérets - Temps-Perdu),95280,95,49.0107,2.0403,1.5381809285335255,0.0811111111111111
Jouy-le-Moutier 95280 (Hayette - Bruzacques - Jouannes - Vast),95280,95,49.0107,2.0403,1.5381809285335255,0.0811111111111111
Jouy-le-Moutier 95280 (Jouy-le-Fontaine - Jouy-village),95280,95,49.0179692,2.0465264,1.5984791533592677,0.06166666666666667
Jouy-le-Moutier 95280 (Merisiers - Ecancourt - Côte-des-Carrières - Tremblays),95280,95,49.0107,2.0403,1.5381809285335255,0.0811111111111111
Jouy-sur-Morin 77320,77320,77,48.7943914,3.2718856,13.770596387520369,0.30416666666666664
Juilly 77230,77230,77,49.01389810000001,2.7045957,10.442279421313359,0.3875
Jumeauville 78580,78580,78,48.909512,1.7870931,11.068121256888304,0.37416666666666665
Juvisy-sur-Orge 91260,91260,91,48.6904063,2.373809,0.3160022994211673,0.034444444444444444
Juvisy-sur-Orge 91260 (Centre-ville - Entrevoies - Seine),91260,91,48.6833,2.3833,1.0124127798133307,0.10277777777777777
Juvisy-sur-Orge 91260 (Terrasse - Plateau),91260,91,48.6833,2.3833,1.0124127798133307,0.10277777777777777
Juziers 78820,78820,78,48.99300570000001,1.8456775,4.823796472375401,0.20472222222222222
L'Haÿ-les-Roses 94240,94240,94,48.7790514,2.3373021,0.49489524558408216,0.0661111111111111
L'Haÿ-les-Roses 94240 (Blondeaux),94240,94,48.773901,2.3267161,0.5035030721768666,0.030833333333333334
L'Haÿ-les-Roses 94240 (Centre-ville),94240,94,48.7792549,2.3373706000000003,0.5082754703938148,0.0661111111111111
L'Haÿ-les-Roses 94240 (Jardin Parisien),94240,94,48.7790336,2.351519,1.515731160542855,0.12361111111111112
L'Haÿ-les-Roses 94240 (Petit Robinson),94240,94,48.7797685,2.3278209,0.35320143673298615,0.021944444444444444
L'Haÿ-les-Roses 94240 (Vallée aux Renards),94240,94,48.7833,2.3333,0.6755198813790334,0.03166666666666667
L'Isle-Adam 95290,95290,95,49.1125294,2.2186324,9.988621464972502,0.3386111111111111
L'Étang-la-Ville 78620,78620,78,48.87076939999999,2.0726292,1.7683091916136586,0.13027777777777777
LUMIGNY NESLES ORMEAUX 77540,77540,77,48.7247112,2.9642336,13.354231629099552,0.37166666666666665
La Boissière-École 78125,78125,78,48.6819945,1.7395293,7.23791554548571,0.24416666666666667
La Brosse-Montceaux 77940,77940,77,48.3449996,3.0175667,6.048956995627833,0.18166666666666667
La Celle-Saint-Cloud 78170,78170,78,48.8478753,2.136145,0.16162884321632023,0.004722222222222222
La Celle-Saint-Cloud 78170 (Domaine Saint-François d'Assise),78170,78,48.8542907,2.1494779,1.0514293233728356,0.07416666666666667
La Celle-Saint-Cloud 78170 (La Chataigneraie),78170,78,48.841366,2.1322704,0.9278578346908539,0.059166666666666666
La Celle-Saint-Cloud 78170 (La Feuillaume),78170,78,48.8503,2.1452,0.5713569018352815,0.04777777777777778
La Celle-Saint-Cloud 78170 (Le Bourg),78170,78,48.8533277,2.1424366000000004,0.6025185516127274,0.01861111111111111
La Celle-Saint-Cloud 78170 (Les Gressets),78170,78,48.8508506,2.1310473,0.5351063565252631,0.05527777777777778
La Celle-les-Bordes 78720,78720,78,48.6374844,1.9542039,9.69498386453113,0.27944444444444444
La Celle-sur-Morin 77515,77515,77,48.8032741,2.9724489,8.464468194673806,0.30333333333333334
La Chapelle-Gauthier 77720,77720,77,48.54948,2.89838,17.50753880069088,0.39611111111111114
La Chapelle-en-Vexin 95420,95420,95,49.1833735,1.7321978,28.044321413296842,0.43833333333333335
La Chapelle-la-Reine 77760,77760,77,48.3163701,2.5684968,11.396796539110195,0.2325
La Courneuve 93120 (Centre-ville),93120,93,48.928,2.3963,0.4186595964686678,0.059722222222222225
La Courneuve 93120 (Quatre-Routes - Rateau),93120,93,48.928,2.3963,0.4186595964686678,0.059722222222222225
La Courneuve 93120 (Waldeck Rochet),93120,93,48.9404833,2.4086907,1.9059049175553686,0.1313888888888889
La Croix-en-Brie 77370,77370,77,48.5916035,3.0734585,17.021296484157848,0.33555555555555555
La Falaise 78410,78410,78,48.94457360000001,1.8324087,8.247928974887985,0.2813888888888889
La Ferté-Alais 91590,91590,91,48.4824089,2.3476234,13.98355651248176,0.4230555555555556
La Ferté-Gaucher 77320,77320,77,48.7812807,3.305711,16.486096860893944,0.3647222222222222
La Ferté-sous-Jouarre 77260,77260,77,48.9500674,3.1294221,15.514829613979671,0.35194444444444445
La Forêt-Sainte-Croix 91150,91150,91,48.3852225,2.2302414,7.604652741130478,0.18416666666666667
La Forêt-le-Roi 91410,91410,91,48.4795182,2.0429283,10.100591156156726,0.18666666666666668
La Frette-sur-Seine 95530,95530,95,48.9740461,2.178345,2.041401125852992,0.1063888888888889
La Garenne-Colombes 92250 (Centre Nord - Gare - Mairie),92250,92,48.9047,2.2469,0.4929796585466929,0.0725
La Garenne-Colombes 92250 (Centre Sud),92250,92,48.9047,2.2469,0.4929796585466929,0.0725
La Genevraye 77690,77690,77,48.3220838,2.7470534,6.873805789418941,0.22611111111111112
La Grande-Paroisse 77130,77130,77,48.3860553,2.9009239,4.065632171148874,0.18722222222222223
La Haute-Maison 77580,77580,77,48.88411970000001,2.9981086,10.199061439539017,0.2761111111111111
La Houssaye-en-Brie 77610,77610,77,48.7537003,2.8751466,13.606270240656947,0.33416666666666667
La Madeleine-sur-Loing 77570,77570,77,48.2043305,2.7043277000000003,7.026440979271147,0.17
La Norville 91290,91290,91,48.5856753,2.2583893,1.0380226876518297,0.0675
La Queue-en-Brie 94510,94510,94,48.7903338,2.5749322999999995,2.5755060559355245,0.16944444444444445
La Queue-lez-Yvelines 78940,78940,78,48.80561828613281,1.768700361251831,13.960482241498067,0.31194444444444447
La Roche-Guyon 95780,95780,95,49.0810715,1.6305766000000002,29.6115787531192,0.6986111111111111
La Rochette 77000,77000,77,48.5045038,2.6628990000000003,2.9690599193488554,0.1575
La Tombe 77130,77130,77,48.3680255,2.8062808,0.8181188481198999,0.042777777777777776
La Varenne-Saint-Hilaire 94210,94210,94,48.792877,2.5130174,1.5316327292573302,0.15805555555555556
La Varenne-Saint-Hilaire 94210 (Champignol),94210,94,48.8042972,2.5230737000000003,0.8771727477780685,0.1325
La Varenne-Saint-Hilaire 94210 (La Varenne),94210,94,48.79485070000001,2.5140875,1.3747289234349174,0.13055555555555556
La Verrière 78320,78320,78,48.7555258,1.9554697,1.228073916035712,0.10333333333333333
La Ville-du-Bois 91620,91620,91,48.661075200000006,2.2687891,4.345105839301979,0.1613888888888889
La Villeneuve-en-Chevrie 78270,78270,78,49.0155584,1.5278831,12.910946428495324,0.3411111111111111
Lagny-sur-Marne 77400 (Saint Laurent - Hauts de Lagny),77400,77,48.8601,2.6907,2.0535979774855986,0.12472222222222222
Lagny-sur-Marne 77400 (Saint-Denis - Plateau),77400,77,48.8684027,2.7177828,1.2787968539119416,0.08944444444444444
Lagny-sur-Marne 77400 (Tassigny - Leclerc),77400,77,48.8601,2.6907,2.0535979774855986,0.12472222222222222
Lainville-en-Vexin 78440,78440,78,49.06044620000001,1.8159203,9.873600748641758,0.3055555555555556
Larchant 77760,77760,77,48.2842874,2.5960705,8.190455008191828,0.20944444444444443
Lardy 91510,91510,91,48.5204818,2.2654419,7.660120236655489,0.2786111111111111
