Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
190,YV78_194,Sartrouville 78500 (Les Trembleaux),"Maison Sartrouville 7 pièce(s) 141 m2. SARTROUVILLE - LES TREMBLEAUX. Dans un secteur pavillonnaire très calme à deux pas des écoles, de l'arrêt de bus et à proximité de la seine, vous trouverez ce magnifique pavillon d'environ 141 m² habitable d'année 2017 comprenant au rez-de-chaussée : un séjour double, cuisine ouverte aménagée et équipée et un wc. A l'étage : Trois chambres et une salle de bain avec wc. Un sous-sol total complète ce bien, on y retrouve une chambre, une pièce de vie et une salle d'eau avec wc. Le tout édifié sur une parcelle d'environ 100 m².. . Visite virtuelle disponible : Voir la visite virtuelle . Ce bien d'exception mérite toute votre attention, une visite s'impose!.",557 000 €,141 m²,7 pièces,4 chambres,1 place de parking,Jardin,,,,3 830 €/m²,Réf. de l’annonce : 007073E1JFMP,Publiée le 13 nov. 2020,Modifiée le 30 nov. 2020,"Achat maison 7 pièces 141 m², Sartrouville - 557 000 €",Descriptif de cette maison à vendre de 7 pièces et 141 m²
191,YV78_195,Guyancourt 78280 (Village),"Maison Guyancourt 5 pièce(s) 105.85 m2. Au coeur d'un quartier résidentiel calme et recherché, venez découvrir cette charmante maison 5 pièces de 105 m² , mitoyenne d'un côté par le garage, comprenant :. - au Rdc : une entrée avec placard, un séjour de 30.70 m² ouvrant sur un jardin sans vis à vis, une cuisine dinatoire, aménagée et équipée de 10.60 m² , un WC.. - à l'étage : 4 belles chambres dont 2 avec placard et une disposant d'un dressing, une salle de bain, une salle de douche, un WC.. Garage attenant et place de parking supplémentaire devant complètent ce bel ensemble.. . Maison de qualité, très bien entretenue.. Nombreux travaux récents dont ravalement, changement de la chaudière, peintures, . Venez y déballer vos cartons !!.",462 000 €,"105,85 m²",5 pièces,4 chambres,2 places de parking,Jardin,,,,4 157 €/m²,Réf. de l’annonce : 007083E1QVM6,Publiée le 13 nov. 2020,Modifiée le 3 déc. 2020,"Achat maison 5 pièces 106 m², Guyancourt - 462 000 €",Descriptif de cette maison à vendre de 5 pièces et 106 m²
192,YV78_196,Le Mesnil-Saint-Denis 78320,"MAISON D'ARCHITECTE ENV. 240M2. EXCLUSIVITE. Magnifique maison d'architecte d'environ 240m2 habitables, édifiée sur un terrain de 1850m2 entièrement clos, arboré, orienté Est/sud/ouest et à l'abri de tous les regards. Dès l'entrée vous serez séduit par sa luminosité, ses volumes et les hauteurs sous plafond. Elle se compose au rez-de-chaussée : entrée avec placard, séjour avec cheminée de 40m2, baigné de lumière ou le soleil prendra toute la place ! équipée de grandes baies vitrées donnant accès à une grande terrasse pavée et une vue dégagée sur le jardin avant, la salle à manger (env.21m2) avec buffet et placard sur mesure réalisés par les Compagnons de France, 1 chambre ou bureau (env.18m2) avec placards sur mesure également réalisés par les Compagnons de France, spacieuse cuisine/family room (env.23m2) entièrement équipée donnant accès à la terrase arrière et jardin. Cabinet de toilettes invités avec wc indépendant. Une suite parentale (env.17m2) avec espace dressing et salle d'eau / douche italienne avec wc. A l'étage : palier desservant 1 wc indépendant, lingerie ou dressing, 2 chambres (env. 13 et 9.30m2) dont 1 avec placards sur mesure et penderie. En demi-palier vous accèderez à 2 grandes chambres (env.12 et 16m2), 1 salle de bains et à un petit dégagement desservant un spacieux dressing de 5m2 entièrement aménagé de placards sur mesure, une spacieuse salle de bains avec double vasque et wc et pour finir une grande chambre avec placard de 24m2. La visite se terminera par le sous-sol partiel (accès direct par la maison) d'environ 61m2 comprenant la chaufferie/buanderie, le cellier, la cave fermée, l'atelier et le double garage avec porte motorisée et digicode et sans oublier le vide sanitaire entièrement accessible. Quelques prestations : huisseries RDC aluminium double vitrage, volets motorisés, VMC pour toutes les pièces humides, portail motorisé (récent), plancher béton, interphone/visiophone etc..... complètent ce bien en parfait état et très bien entretenu. Situé sur le Hameau de Rodon, très calme et proche du centre Village, ce bien pourra que vous séduire et fera le bonheur de vos enfants !. Prix : 859.000 euros FAI dont 3.99% d'honoraires agence à la charge de l'acquéreur. Sophie Guizien, Directrice agence, immatriculée au RSAC de Versailles sous le numéro 397 616 244. HENRI IV IMMOBILIER.",859 000 €,240 m²,10 pièces,7 chambres,5 places de parking,Jardin,,2 terrasses,,3 579 €/m²,Réf. de l’annonce : 768,Publiée le 12 nov. 2020,Modifiée le 18 nov. 2020,"Achat maison 10 pièces 240 m², Le Mesnil-Saint-Denis - 859 000 €",Descriptif de cette maison à vendre de 10 pièces et 240 m²
193,YV78_197,Saint-Germain-en-Laye 78100 (Pontel - Schnapper - Sous-préfecture),"Maison contemporaine située dans un environnement calme à Saint germain en Laye. Cette maison contemporaine est parfaitement située dans un environnement privilégié et calme à la fois proche du Lycée International tout en étant assez proche du centre ville de Saint Germain en Laye.
Elégante et bien proportionnée, elle est construite sur un terrain de 680 M².
Sur trois niveaux, elle est baignée de lumière à tout moment de l'année grâce à de nombreuses ouvertures.
Une cheminée agrémente le séjour d'environ 60 M² bénéficiant d'une quadruple exposition, une jolie cuisine entièrement équipée avec un éclairage Led pour le plan de travail, l'agencement et l'aménagement lui permet de s'intégrer à la pièce de vie. Une chambre attenante une salle de douche, un WC.
A l'étage, un palier, 4 chambres dont deux donnant sur un balcon, nombreux placards, une salle de douche, une salle de bains, un WC.
Sous les combles bien pensée une grande pièce pouvant être une grande chambre ou un bureau, une salle de bains.
Le sous-sol permet des possibilités d'aménagement. Un garage double et un spa de nage à contre-courant extérieur complètent l'ensemble.
Exclusivité Helix Immobilier, nous consulter. + 3.33 % honoraires de négociation TTC.",1 240 000 €,190 m²,7 pièces,5 chambres,,Jardin,,2 terrasses,,6 316 €/m²,Réf. de l’annonce : 6675,Publiée le 9 nov. 2020,Modifiée le 4 déc. 2020,"Achat maison 7 pièces 190 m², Saint-Germain-en-Laye - 1 240 000 €",Descriptif de cette maison à vendre de 7 pièces et 190 m²
194,YV78_198,Neauphle-le-Vieux 78640,"Maison individuelle sur sous-sol total et 807m2 de terrain. VISITE 3D IMMERSIVE DISPONIBLE ! EXCLUSIVITÉ MIEZIMMO... Maison édifiée sur 807m2 de jardin arboré et sous-sol total. Elle propose au rez-de-chaussée : entrée, dégagement, séjour double avec salle à manger, cuisine dinatoire équipée, WC, chambre, salle de bain et buanderie. A l'étage : dégagement desservant 3 chambres dont une permettant l'accès à une 4ème chambre à aménager. Sous-sol total avec buanderie/chaufferie, cave, cellier, dégagement et garage. Jardin arboré sans vis-à-vis, terrasse et 2 ateliers en dépendance. Ecoles, commerces et gare à 5 minutes ! Installez-vous !",459 000 €,147 m²,7 pièces,5 chambres,2 places de parking,Jardin,,Terrasse,,2 993 €/m²,Réf. de l’annonce : 1771,Publiée le 3 nov. 2020,Modifiée le 8 déc. 2020,"Achat maison 7 pièces 147 m², Neauphle-le-Vieux - 459 000 €",Descriptif de cette maison à vendre de 7 pièces et 147 m²
195,YV78_199,Trappes 78190 (La Boissière),"EXCLUSIVITÉ !!! MAISON INDIVIDUELLE sur sous-sol total, édif. Dans un quartier résidentiel et recherché, venez découvrir cette maison de 90m2 habitables environ + sous-sol total aménagée (soit 135m2 utiles!), édifiée sur une parcelle cadatrale de 370m2 environ. Ce pavillon se compose d'une entrée, d'une cuisine séparée, d'un séjour double ouvert sur le jardin, de WC indépendants, d'une salle de douche, d'un dégagement avec placards et de 3chambres. Le sous-sol a été entièrement aménagé. (hauteur sous plafond : 2m). Il se compose d'un espace cuisine (ouvert sur le jardin), d'un salle de douche avec WC, d'une pièce TV et de 2 chambres. Les extèrieurs quant à eux, vous offre à l'avant :une joile entrée avec portillon, portail, place de parking. A l'arrière de la maison se trouve un jardin arboré bien entretenu, une grande terrasse et un cabanon pour rangement. Ce pavillon offre beaucoup de potentiel....... venez le visiter ! LIBERTY IMMOBILIER, 7 rue Carnot 78190 Trappes, Pref de Versailles RCS: 441 534 583 et carte pro No1454. Au coeur des Yvelines, dans la commune de Trappes, Proche gare (ligne Paris-Montparnasse ou la Défense), N10, N12, A13. Toute l'équipe reste à votre écoute du Mardi au Samedi de 10h à 19h. Transaction et location.",320 000 €,90 m²,5 pièces,5 chambres,2 places de parking,Jardin,,,,3 556 €/m²,Réf. de l’annonce : 2896,Publiée le 3 nov. 2020,Modifiée le 7 déc. 2020,"Achat maison 5 pièces 90 m², Trappes - 320 000 €",Descriptif de cette maison à vendre de 5 pièces et 90 m²
196,YV78_200,Chatou 78400 (Sud),"Maison 5 pièces de 110 m². SOUS PROMESSE - Chatou centre, proche du RER et des commerces, charmante maison de ville de 110 m² agrémentée d'une cour intérieure et offrant un beau séjour avec cheminée, une cuisine indépendante, deux chambres, un bureau, et une pièce de vie de 21 m² (véranda). Une grande cave complète ce bien. Exclusivité LES CERCLES. dont 5.00 % honoraires TTC à la charge de l'acquéreur.",724 500 €,110 m²,5 pièces,3 chambres,,,,,,6 273 €/m²,Réf. de l’annonce : Purple-Rain,Publiée le 3 nov. 2020,Modifiée le 19 nov. 2020,"Achat maison 5 pièces 110 m², Chatou - 724 500 €",Descriptif de cette maison à vendre de 5 pièces et 110 m²
197,YV78_201,Trappes 78190 (Centre-ville - Jaurès - Gare),"EXCLUSIVITÉ maison individuelle 5 chambres, dépendance, 500m. EXCLUSIVITE LIBERTY IMMOBILIER, idéalement située dans le quesrtier de la gare de Trappes... Proche tous commerces et transports ! Venez découvrir avec plaisir cette Maison Individuelle, de construction traditionnelle (1985), edifiée sur une parcelle cadastrale de 500m2 environ. Elle se compose au RDC ; d'une entrée, d'un séjour avec double exposition, d'une cuisine fermée avec l'accès à la jolie terrasse, d'un dégagement, d'une salle de bain (avec baignoire), des WC séparés, et de 3 chambres. A l'étage, un palier dessert 2 grandes chambres, une salle de douche et des WC séparés. La dépendance, quant à elle, se compose de 2 pièces. Un côté garage double de 30m2 et un côté atelier de 17m2. Vous apprécierez le calme du secteur tout en ayant toutes les commoditées à porter de main. LES + : situation géographique, construction de bonne facture, très joli terrain arboré sans vis-à-vis, dépendance avec eau et electricité, de gentils voisins, etc.... IDEAL POUR SE CONFINER..!!! LIBERTY IMMOBILIER, 7 rue Carnot 78190 Trappes, Pref de Versailles RCS: 441 534 583 et carte pro NoCPI 7801.2018.000.038.093. Au coeur des Yvelines, dans la commune de Trappes, Proche gare (ligne Paris-Montparnasse ou la Défense), N10, N12, A13. Toute l'équipe reste à votre écoute du Mardi au Samedi de 10h à 19h. Transaction et location.",360 000 €,120 m²,6 pièces,5 chambres,3 places de parking,Jardin,,1 terrasse,,3 000 €/m²,Réf. de l’annonce : 2897,Publiée le 2 nov. 2020,Modifiée le 7 déc. 2020,"Achat maison 6 pièces 120 m², Trappes - 360 000 €",Descriptif de cette maison à vendre de 6 pièces et 120 m²
198,YV78_202,Sartrouville 78500 (Les Dix Arpents),"Maison Sartrouville Quartier Les Dix Arpents 8 pièce(s) 186 m². EN EXCLUSIVITE CHEZ KEYMEX !
Venez découvrir cette spacieuse maison située dans 'Le' quartier résidentiel de Sartrouville
sur un terrain de 386 m² !
Elle est édifiée sur un sous-sol total de 114 m² comprenant un double garage, un atelier, une vaste pièce de 25 m² à aménager selon vos envies ( profession libérale, salle de cinéma,
salle de sport...), une salle d'eau avec W.C. ainsi qu'une buanderie.
Au rez-de-chaussée, vous disposez d'une entrée, d'une cuisine , d'un salon/salle à manger de plus de 34 m², de deux chambres ( 12 m² et 14.7 m²) d'un bureau, d'une salle de bains et W.C.
Au premier étage, un appartement indépendant de 74 m² (qui peut être loué ou que l'on peut relier avec le rez-de-chaussée) vous séduira avec ses deux chambres ( 17.80m² et 11,80m²), une pièce à vivre de 20 m², une cuisine, une salle de bains.
Le plus, des combles aménageables en suite parentale ou salle de jeux avec un point d'eau.
Une surface utile de plus de 280 m² pour concrétiser votre projet de vie !
Proximité des quais de Seine pour vos balades, stade, écoles, RER A à 900 m ( ligne J Saint-Lazare), Paris et La Défense à 20 minutes.
Contactez-moi au Voir le téléphone",689 700 €,186 m²,8 pièces,4 chambres,,Jardin,,,,3 708 €/m²,Réf. de l’annonce : 3458,Publiée le 29 oct. 2020,Modifiée le 7 déc. 2020,"Achat maison 8 pièces 186 m², Sartrouville - 689 700 €",Descriptif de cette maison à vendre de 8 pièces et 186 m²
199,YV78_203,Carrières-sur-Seine 78420 (Fermettes - Amandiers - Colombier),"CARRIERES SUR SEINE Villa avec vue sur la défense 6 chambres. AFR immobilier vous propose, une villa d'environ 260m² sans mitoyenneté au calme, située sur un terrain de 1121m² piscinable, dans un écrin de verdure sur les coteaux de la Seine, avec vue dégagée sur La Défense et la Tour Eiffel. Elle comprend, au rez de chaussée: une entrée, une cuisine équipée dinatoire, séjour sur terrasse et jardin, salle à manger avec cheminée, wc, buanderie, chaufferie, et garage. A l'étage : 3 chambres, dont 2 sur terrasse avec jacuzzi et vue Paris, et une suite parentale avec un grand dressing, une salle de bains avec douche, wc, combles aménagés en palier avec coin télé, 3 chambres, wc, rangements, salle de bains. Le jardin fait le tour de la maison, et peut recevoir une piscine à débordement face à la vue exposée sud ... Superbe maison de 260m² environ rénovée et agrandie en 2006, avec 6 vraies chambres tout en conservant un grand séjour-salle à manger. Rare à la vente, située limite Chatou. Visite virtuelle disponible sur demande ou sur KLAPTY et visite vidéo sur la chaine YouTube d'AFR Immobilier.",1 495 000 €,260 m²,9 pièces,6 chambres,3 places de parking,Jardin,,Terrasse,,5 750 €/m²,Réf. de l’annonce : CH4766,Publiée le 29 oct. 2020,Modifiée le 13 nov. 2020,"Achat maison 9 pièces 260 m², Carrières-sur-Seine - 1 495 000 €",Descriptif de cette maison à vendre de 9 pièces et 260 m²
200,YV78_204,Villepreux 78450,"Maison Villepreux - 4 pièce(s) - 85 m2. Belle maison de ville type triplex, au calme dans une petite impasse.
La maison se compose :
-RDC : entrée donnant sur un dégagement avec placard, un espace buanderie et un garage traversant.
-1er étage : un grand salon/salle à manger, une grande cuisine indépendante et WC indépendant.
-2éme étage : 3 belles chambres et 1 salle de bains.
-Dernier étage : combles isolées et aménageables pour faire une chambre supplémentaire.
Le tout sur un terrain de 139 m² !
A découvrir rapidement !
Stéphane Plaza Immobilier Voir le téléphone dont 4.07 % honoraires TTC à la charge de l'acquéreur.",307 000 €,85 m²,4 pièces,3 chambres,3 places de parking,Jardin,,,,3 471 €/m²,Réf. de l’annonce : 1523,Publiée le 28 oct. 2020,Modifiée le 5 déc. 2020,"Achat maison 4 pièces 85 m², Villepreux - 307 000 €",Descriptif de cette maison à vendre de 4 pièces et 85 m²
201,YV78_205,Septeuil 78790,"EXCLUSIVITE SEPTEUIL !! . Très belle propriété dans un environnement privilégié .. Cette demeure vous offre : . Cuisine , salon , salle à manger , coin feu , une suite de 50 m2 au rez de chaussée et des WC .. A l'étage , un coin télé , quatre chambres , un bureau , une salle de bains , une salle de douche , WC .. En Rez de jardin , encore une suite parentale avec sa douche et ses WC. Cave à vins , garage ,chaufferie et différentes pièces de stockage . Le tout pour un total de 300 m2 habitables et 140 m2 utiles environ .. A l'extérieur , très bel environnement, avec la maison terrassée sur tout le tour , terrain de plus de 4000 m2 boisé et arboré .",819 000 €,300 m²,10 pièces,6 chambres,,Jardin,,,,2 600 €/m²,Réf. de l’annonce : 007062E1QQ27,Publiée le 23 oct. 2020,Modifiée le 6 nov. 2020,"Achat maison 10 pièces 300 m², Septeuil - 819 000 €",Descriptif de cette maison à vendre de 10 pièces et 300 m²
